Duration_12000
2470,43g
2480,41g
2480,17b
2490,29b
250,36g
2500,19b
2510,31b
2520,20b
2530,32b
2540,22b
2550,34b
2560,17b
2560,36g
2570,29b
2570,44g
2580,17b
2580,43g
2586,44g
2590,29b
2590,43g
260,34g
2600,46g
2600,17b
2610,29b
2610,44g
2620,17b
2620,43g
2626,44g
2630,29b
2630,43g
2636,39g
2640,17b
2640,41g
2650,29b
2650,48g
266,36g
2660,46g
2660,17b
2666,48g
2670,29b
2670,46g
2676,48g
2680,17b
2680,51g
2690,29b
2690,48g
2700,15b
2700,46g
2710,48g
2710,27b
2720,36g
2720,13b
2730,25b
2730,44g
2740,13b
2740,43g
2746,44g
2750,25b
2750,43g
276,31g
2760,13b
2760,46g
2770,25b
2770,44g
2780,13b
2780,43g
2784,44g
2790,25b
2790,43g
2796,39g
2800,41g
2800,13b
2810,25b
2810,48g
2820,13b
2820,46g
2824,48g
2830,25b
2830,46g
2834,48g
2840,51g
2840,13b
2850,48g
2850,25b
286,32g
2860,12b
2860,46g
2870,24b
2870,43g
2880,44g
2880,10b
2890,22b
2890,43g
2894,44g
2900,43g
2900,10b
2910,39g
2910,22b
2920,41g
2920,10b
2924,36g
2930,22b
2930,39g
2940,34g
2940,10b
2950,31g
2950,22b
296,36g
2960,11b
2960,29g
2970,31g
2970,23b
2980,11b
2980,32g
2990,23b
2990,34g
300,27g
3000,11b
3000,36g
3010,40g
3010,23b
3020,11b
3020,41g
3030,43g
3030,23b
3040,12b
3040,40g
3050,48g
3050,24b
3060,46g
3060,12b
3064,48g
3070,24b
3070,46g
3080,12b
3080,52g
3090,24b
3090,48g
310,28g
3100,12b
3100,46g
3104,48g
3110,46g
3110,24b
3114,43g
3120,40g
3120,12b
3130,24b
3130,52g
3140,48g
3140,12b
3144,52g
3150,48g
3150,24b
3154,52g
3160,12b
3160,55g
3170,52g
3170,24b
3180,44g
3180,12b
3190,43g
3190,24b
320,29g
3200,17b
3200,36g
3210,29b
3210,44g
3220,17b
3220,43g
3224,44g
3230,43g
3230,29b
3240,46g
3240,17b
3250,44g
3250,29b
3260,43g
3260,17b
3266,44g
3270,29b
3270,43g
